poet,title,dynasty,text,polarity,split
司马光,上郡南三十里有相思亭在太山之麓二水所交平皋之上往来者徒习其名莫详其义庆历甲申歳余适延安过于其下于时夏虏梗边征戍未息窃感东山采薇之义叙其情而愍其劳因作五诗庶几不违周公之指且以释亭之名尔,宋,柳似妖饶舞花如烂漫妆那堪陇头水呜咽断人肠,Implicit Negative,train
刘克庄,杂记十首,宋,绿野池新凿平泉墅又开乃知造凉殿谏者不能回,Implicit Negative,train
范成大,丙午人日立春屈指癸卯孟夏晦得疾恰千日矣戏书,宋,百年能有几春光只合都将付醉乡衰病豁除千日外尚馀三万五千场,Implicit Negative,train
郭登,土牛,明,刻木团泥作祸胎驱牵不动蠢形骸须臾齑粉渠休恨教汝偷寒送暖来,Implicit Negative,train
刘克庄,梅花五首,宋,夜来几阵隔窗风便恐明朝已扫空点在青苔真可惜不如吹入酒杯中,Implicit Positive,train
王佐,寄表侄唐濂伯必周,明,别后令人鄙吝萌每临风月即伤情枕戈待旦君知否不为功名为祖生,Implicit Negative,train
秦观,圆通院白衣阁,宋,无边剎境一毫端同住澄清觉海间还似此花并此叶坏空成住未曾闲,Implicit Positive,train
白居易,见杨弘贞诗赋因题绝句以自谕,唐,赋句诗章妙入神未年三十即无身常嗟薄命形憔悴若比弘贞是幸人,Implicit Positive,test
欧阳修,玉楼春,宋,尊前拟把归期说欲语春容先惨咽人生自是有情痴此恨不关风与月,Implicit Negative,test
梅尧臣,依韵和通判太博雪后招饮二首,宋,雪晴何所乐乐趣在杯中况复君家美雕盘脍缕红,Positive,train
刘过,游古仙岩,宋,白蘋风里步清秋来作灵岩古洞游笑倚飞云访仙迹夕阳无语伴人愁,Neutral,test
方回,赠范君用笔工五首,宋,汉庭上方斩马剑子制毛锥端似之未办朱云请此物笔诛市挞佞臣谁,Neutral,test
杜牧,和严恽秀才落花,唐,共惜流年留不得且环流水醉流杯无情红艳年年盛不恨凋零却恨开,Implicit Negative,train
萨都剌,题淮安王氏小楼,元,江水粼粼鸭绿新江头日日送行人南来北去年年事岸草汀花自在春,Implicit Positive,train
张耒,和苏适春雪八首,宋,溪上泛舟成底事庵前夜立意如何争知万顷青青麦绝胜黄河一尺波,Implicit Positive,train
杜牧,和州绝句,唐,江湖醉渡十年春牛渚山边六问津历阳前事知何实高位纷纷见陷人,Implicit Negative,train
白居易,新栽梅,唐,池边新种七株梅欲到花时点检来莫怕长洲桃李妒今年好为使君开,Implicit Positive,train
张籍,唐昌（一作兴唐）观看花,唐,新红旧紫不相宜看觉从前两月迟更向同来诗客道明年到此莫过时,Implicit Negative,test
苏轼,再和杨公济梅花十绝,宋,湖面初惊片片飞樽前吹折最繁枝何人会得春风意怕见梅黄雨细时,Neutral,train
陆游,葺舍,宋,蚁知将雨先移穴燕护新雏迭守巢补漏支倾吾可笑呼奴乘屋更添茅,Implicit Positive,train
张耒,蕲水道中二首,宋,蚕老麦枯田舍忙谁令四月雨浪浪未容乌鸟私遗粒鸣蚓跳蛙欲满场,Neutral,train
朱淑真,约游春不去二首,宋,少年意思懒能酬爱好心情一向休若到旧家游冶处只应满眼是春愁,Implicit Negative,train
刘克庄,榕溪阁,宋,榕声竹影一溪风迁客曾来系短篷我与竹君俱晚出两榕犹及识涪翁,Implicit Positive,train
陆游,幽事绝句六首,宋,新传服气诀旧喜步虚吟儿女不难弃云山何处深,Implicit Positive,train
陆游,闲游二首,宋,好事湖边卖酒家杖头钱尽惯曾赊垆边烂醉眠经日开过红薇一架花,Implicit Positive,test
陈师道,赠吴氏兄弟三首,宋,一长未可众人师万里元随八马蹄不解征西说子弟却怜野鹜厌家鸡,Neutral,train
苏过,山居苦寒,宋,自扫空山勃落柴夜深犹复拨残灰更招野叟谈伧语旋劚蔓菁手自煨,Implicit Negative,train
河湄鬼,愧谢诗,唐,我本邯郸士祇役死河湄不得家人哭劳君行路悲,Negative,train
卫泾,为师席李上舍去智寿四首,宋,美景良辰幸与同瓣香聊以祝南丰它年妙斡洪钧手尽纳羣生寿域中,Positive,train
刘克庄,喜雨口号九首呈潘侯,宋,虽拥朱幡只泽臞孕鱼丹荔免苞苴未应旱魃无分别更把秋阳懊恼渠,Implicit Positive,test
杨万里,远峰,宋,孤巘秀何似碧莲含未开谁将脩月斧斸取一尖来,Neutral,train
程师孟,书仲谟先人功德院,宋,高门馀庆本光山不幸流离五代间今日太平家可乐郎君富贵锦衣还,Positive,train
寇准,莲,宋,数柄疏荷出小池幽香深谢好风吹晓来秋气凝清露似学湘妃怨九嶷,Implicit Positive,train
屈大均,哭稚女雁,明,我怜堂上有慈姑老凤啾啾喜弄雏得此左思娇女子堪令白发日欢娱,Positive,train
范成大,雷万春墓,宋,九陨元身不陨名言言千载气如生欲知忠信行蛮貊过墓胡儿下马行,Positive,train
陆游,夜吟二首,宋,六十馀年妄学诗工夫深处独心知夜来一笑寒灯下始是金丹换骨时,Implicit Positive,train
黄庚,秋吟,宋,沦落天涯已白头西风吹帽冷飕飕悲秋未了悲身世一样情怀两样愁,Negative,test
屈大均,桃叶渡作,明,桃叶三春好桃花复似霞君心爱桃叶不肯爱桃花,Implicit Positive,train
朱淑真,韩信,宋,男儿忍辱志长存出胯曾无怨一言漂母人亡石空在不知还肯念王孙,Implicit Negative,train
陈与义,火后借居君子亭书事四绝呈粹翁,宋,斫竹和梢编作篱微风如在竹林时无人来访庞居士晚日疏阴光陆离,Implicit Positive,train
杨万里,和张器先十绝,宋,旧闻我里子张子七字端能出六奇穷巷有门无剥啄怪来佳客肯差池,Implicit Negative,train
陆游,春晚出游六首,宋,柳暗人家水满陂放翁随处曳筇枝村深麦秀蚕眠后日暖鸠鸣鹊乳时,Implicit Positive,train
杨万里,上巳三首,宋,雨冷风酸数日强老怀不可更禁当春寒幸自归将去唤取重来是海棠,Implicit Positive,train
刘禹锡,戏赠崔千牛,唐,学道深山许老人留名万代不关身劝君多买长安酒南陌东城占取春,Neutral,train
方回,九日即事,宋,閒居九日意何穷落木长江感旧同佳句致多惟杜老良辰专美只陶翁,Implicit Positive,test
李白,登庐山五老峰,唐,庐山东南五老峰青天削出金芙蓉九江秀色可揽结吾将此地巢云松,Positive,train
高启,次韵及禅师怀王水曹,明,千峰一寺远云满跏趺处无客伴孤禅悬灯照深树,Implicit Negative,train
司马光,和秉国芙蓉五章,宋,清晓霜华漫自浓独凭爱日养残红劝君秉烛须勤赏阊阖难禁一夜风,Neutral,test
萨都剌,寓栖云四首,元,潇潇风雨客心孤且尽尊前酒一壶夜半酒醒愁又到一声白雁下平湖,Implicit Negative,test
程公许,除夕和唐人张继张祐即事四绝句,宋,一笑升沉休问天赞房赢得日高眠五湖浪透门前港何不乘风稳放船,Implicit Positive,test
陆游,严君平卜台,宋,先生久已蜕氛埃道上犹传旧卜台乞得寒泉濯肝肺真成万里不虚来,Implicit Positive,train
方回,重阳吟五首,宋,此身生死国兴亡摇落年年本是常无奈潘郎解悽怨满城风雨近重阳,Negative,train
杨万里,午憩二首,宋,嫩绿桐阴夹道遮烂红野果压枝斜日烘细草香无价况有三枝两朶花,Implicit Positive,train
刘克庄,郑丞相生日口号十首,宋,不用占蓍更讯龟功成尚有赤松期由来寿与仁相贯季主君平未必知,Implicit Negative,test
清世祖福临,圣母皇太后万寿诗,淸,紫禁春明淑景饶寿筵高敞奏箫韶日升瑞气开黄道云拥祥光映碧霄,Implicit Positive,train
张弼,谢任先生寄寿烛一绝,明,霞城画烛大于椽远寄云间庆寿筵自笑无缘照歌舞夜窓频剪读遗编,Implicit Negative,test
杨万里,秋雨叹十解,宋,不是檐声不放眠只将愁思压衰年道他滴沥浑无頼不到侯门舞袖边,Implicit Negative,train
苏辙,乾荔支,宋,含露迎风惜不尝故将赤日损容光红消白瘦香犹在想见当年十八娘,Implicit Negative,train
文天祥,北行第九十二,宋,浮云连海岱寒芜际碣石落景惜登临人烟渺萧瑟,Implicit Negative,test
王安石,寄李道人,宋,李生富汉亦贫儿人不知渠只我知跳过六轮中耍峭养成三界外愚痴,Implicit Negative,train
黄庭坚,春近四绝句,宋,梅英欲尽香无頼草色才苏绿未匀苦竹空将岁寒节又随官柳到青春,Implicit Positive,train
王安石,鄞县西亭,宋,收功无路去无田窃食穷城度两年更作世间儿女态乱栽花竹养风烟,Implicit Negative,train
陆游,夜行过一大姓家值其乐饮戏作,宋,村豪聚饮自相欢灯火歌呼闹夜阑醉饱要胜饥欲死看渠也复面团团,Neutral,train
张籍,蛮中,唐,铜柱南边毒草春行人几日到金麟玉镮穿耳谁家女自抱琵琶迎海神,Implicit Positive,train
张本正,失题,明,离却山门十八年双亲慈爱阿娇贤那堪归路西风急空染尘埃半世缘,Implicit Negative,train
苏轼,和王胜之三首,宋,要知太守怜孤客不惜阳春和俚歌坐睡樽前呼不应为公雕琢损天和,Neutral,train
陆游,早春四首,宋,旧学樊迟稼新通泛胜书不成筹国论且复爱吾庐,Neutral,train
张公庠,宫词,宋,三月韶妍赏牡丹更宜疏雨湿阑干隔帘催唤陪春设不道新妆粉未乾,Implicit Positive,train
方回,寄同年宗兄桐江府判去言五首,宋,子陵滩上一诗翁七十四年双耳聋第一老穷吟第一一樽时与酹江风,Implicit Positive,train
陆游,绝句,宋,山遮水隔重重堠雨练风柔处处花一病半年能不死又将此恨醉天涯,Implicit Negative,train
高启,夜写家书,明,月淡梧桐雨后天萧萧络纬夜灯前谁怜古寺空斋客独写家书犹未眠,Implicit Negative,test
林逋,钱塘仙尉谢君咏物楼成寄题二韵,宋,仙人多在丽谯居况对西山爽气馀若向湖滨属佳句莫忘秋水落芙蕖,Implicit Positive,train
杜牧,春申君,唐,烈士思酬国士恩春申谁与快冤魂三千宾客总珠履欲使何人杀李园,Implicit Positive,train
宋祁,九日,宋,长爱鸭陂头平波澹不流相君时独汎准拟五湖舟,Implicit Positive,train
王维,别辋川别业,唐,依迟动车马惆怅出松萝忍别青山去其如绿水何,Implicit Negative,test
白玉蟾,与赵将军,宋,醉头一月不曾梳共整扁舟又太湖昔日舞雩多一唯他人陋巷只如愚,Implicit Negative,train
白居易,白牡丹,唐,白花冷澹无人爱亦占芳名道牡丹应似东宫白赞善被人还唤作朝官,Implicit Positive,train
白玉蟾,春晚行乐,宋,一点春山一点愁一丝暮雨一声鸠病中况更缘诗苦夜去可堪无酒休,Negative,train
沈炼,感怀,明,割生献馘古来无解道功成万骨枯白草黄沙风雨夜冤魂多少觅头颅,Implicit Negative,train
陈宓,春日到小园,宋,东郊无地不苍苍日气融和自有香最是游人行乐处不寒不暖昼偏长,Positive,train
冒效鲁,光宣杂咏,近现代,瘿庵狂者蛰庵狷二妙才华冠粤东墓碣明心吴祭酒刀绳祈死蒋山佣,Negative,train
耶律楚材,和高冲霄二首,元,翠华南渡济苍生垂老将观德化成昨夜行宫传好语秦川草木也欣荣,Positive,train
陈与义,甘棠道中,宋,笋舆碍石一悠然正月微风意已便桃花向来浑不数山中时见绝堪怜,Implicit Positive,train
王冕,红梅十九首,明,玉妃步月影毵毵燕罢瑶池酒正酣半夜不知香露冷春风吹梦过江南,Implicit Negative,test
方回,断桥西人家三首,宋,望极苏堤欲尽头丛篁老柳水天秋船中遥看家家好却恐君来住亦愁,Implicit Negative,train
张羽,重午四咏守宫艾虎百索辟兵符,明,作伪欲成真狞狰门上挂若教鬼有灵看来应未怕,Implicit Negative,test
欧阳修,和江邻几学士桃花,宋,草上红多枝上稀芳条绿萼忆来时见桃著子始归后谁道仙花开落迟,Implicit Positive,test
李龏,过台城,宋,云惨烟愁苑路斜马嘶残日没残霞绕篱野菜飞黄蝶宫殿馀基长草花,Negative,test
郑谷,苔钱,唐,春红秋紫绕池台个个圆如济世财雨后无端满穷巷买花不得买愁来,Implicit Negative,train
王安石,示李叔时二首,宋,知子鸣弦意在山一官聊复戏人间能为白下东南尉藜杖缁巾得往还,Implicit Positive,train
屈大均,军行曲,明,暗传军号自嫖姚壮士衔刀惨不骄大炮一声灯火灭偷营欲渡府江潮,Implicit Negative,train
白居易,舟中读元九诗,唐,把君诗卷灯前读诗尽灯残天未明眼痛灭灯犹闇坐逆风吹浪打船声,Implicit Positive,train
杜牧,寄远人,唐,终日求人卜回回道好音那时离别后入梦到如今,Implicit Negative,train
元好问,梁园春五首,元,双凤箫声隔綵霞宫莺催赏玉溪花谁怜丽泽门边柳瘦倚东风望翠华,Neutral,train
方回,酴醿花,宋,未用炉薰燃笃耨何须粉面佐娉婷通宵痛饮此花下露滴杯中酒更醒,Positive,train
范成大,元夕四首,宋,药炉汤鼎煮孤灯禅版蒲团老病僧儿女强修元夕供玉蛾先避雪鬅鬙,Implicit Negative,train
辛弃疾,游武夷作棹歌呈晦翁十首,宋,山中有客帝王师日日吟诗坐钓矶费尽烟霞供不足几时西伯载将归,Neutral,test
欧阳修,榴花,宋,絮乱丝繁不自持蜂黄蝶紫燕参差榴花最恨来时晚惆怅春期独后期,Implicit Negative,test
陆游,一壶歌五首,宋,先生醉后即高歌千古英雄奈我何花底一壶天所破不曾饮尽不曾多,Positive,train
屈大均,赠某弁新婚,明,髯美偏宜红袖拂身轻要共紫骝驰早随公主持犀杖莫使将军恋玉姿,Implicit Positive,train
陈宓,和王主簿,宋,朅来十日佳眠食为爱溪山似客清我亦本无三宿恋中年可奈故人情,Implicit Positive,train
晁补之,松菊堂读史五首,宋,当年伏地全杨李公亦何知爱恶间千古论心许公近百年归意与谁闲,Neutral,train
张耒,春雨中偶成四首,宋,春阴只与睡相宜卧听鸣禽语复飞一缕断香浮不散何人深院昼熏衣,Implicit Positive,train
唐寅,萱草图,明,北堂草树发新枝堂上莱衣献寿卮愿祝一花添一岁年年长庆赏花时,Positive,train
范纯仁,和李敷察推即席感旧二首,宋,一榜登科二十年江城偶得共盘筵郑公雅喜中都职梅福曾由邑吏仙,Implicit Positive,train
方回,题王起宗小横披水墨作工密势,宋,秋光一片冷于冰山寺云深隠几僧画出江村太平意渔樵无事岁丰登,Implicit Positive,train
姜夔,灯词四首,宋,南陌东城尽舞儿画金刺绣满罗衣也知爱惜春逰夜舞落银蟾不肯归,Implicit Positive,test
苏辙,次韵景仁正月十二日访吴缜寺丞二绝,宋,浊醪时饮十分杯万象溟濛晓气皑醉倒篮舆夜归去金吾宁复识谁哉,Neutral,train
沈括,鄜延凯歌,宋,马尾胡琴随汉车曲声犹自怨单于弯弓莫射云中雁归雁如今不寄书,Negative,train
刘克庄,乙卯端午十绝,宋,客屦自来去山翁病不知座无曲道士门有艾天师,Implicit Negative,train
陆游,贫甚戏作绝句八首,宋,灶突无烟甑有尘颓垣破屋越溪滨老鳏狂怪谁嗔责日日行歌独卖薪,Implicit Negative,train
刘筠,奉和御制中和节,宋,载阳临仲序初吉协嘉名国授民时正天资植物荣,Implicit Positive,test
苏轼,夫人阁四首,宋,綵胜镂新语酥盘滴小诗升平多乐事应许外庭知,Implicit Positive,train
苏轼,雷岩诗,宋,空岩发灵籁彷佛如风雷只疑函宝剑天遣六丁开,Neutral,test
张孝祥,和家君韵寄舅氏,宋,夷齐之清格鄙顽孳孳盗跖何曾闲空斋风定香缕直但有书册犹相关,Neutral,train
陆游,示子孙,宋,茆屋惟须补漏穿家人衣食亦随缘岂容一事相关白已过传家十二年,Implicit Positive,train
刘克庄,送延平张生归南溪,宋,问讯南溪水韩张泛几回侍郎何处在司业有孙来,Neutral,test
黄庭坚,次韵钱德循鹿苑滩舣舟有作,宋,鹿苑滩头秋月明使君辍棹爱江清尘埃一段思归路已听荆州渔鼓鸣,Neutral,train
陆游,醉中绝句二首,宋,有山有水登临地无病无愁啸傲身世念秋毫除未尽曲生应恨白头新,Implicit Negative,test
司空图,避乱,唐,离乱身偶在窜迹任浮沈虎暴荒居迥萤孤黑夜深,Negative,train
顾况,子规,唐,杜宇冤亡积有时年年啼血动人悲若教恨魄皆能化何树何山着子规,Implicit Negative,train
元好问,三乡杂诗二首,元,尖新秋意晚晴中六尺笻枝满袖风草合断桥通暗绿竹摇残照漏疏红,Implicit Positive,test
文彦博,再酬富公一绝,宋,洛下衣冠今最盛当年尚齿礼容优惟公福寿并勋德合是人间第一流,Positive,train
